text	label
breaking news brand new apple airpods k brand new apple airpods k brand new apple airpods pro k wireless charging delivery nationwide pickup available send a dm fulani rooney ckay eden hazard lekki chelsea buju lukaku mbah ronaldo obasanjo haller	negative
the fulani hunting dog has been recognised by akc its a sight hound called azawakh what do you guys think will you breed this type of dog this can be good business breeding to export before we start importing our own local breed	negative
the damage has been done we know you dont mean it because you have special spot for herdsmen across africa	negative
they hastily proscribed and declared ipob a terrorist group because they know that ipob is the only constant obstacle on their path to fulani conquest of the rest of nigeria the most potent weapon of the oppressor is the mind of the oppressed~steve biko	positive
i regret creating sars in says retired commissioner fulani kwajafa	negative
troops of operation delta hawk opdh have arrested six fulani herdsmen terrorizing asaba and its environs in delta state they are nwokoye emmanuel nwokoye francis chigozie arinze kingsley ndukuba chidera anichukwu chinedu akwali	negative
this resulted to another form of ethnopolitical apprehension from different interest groups like the indigenous tribes of anaguta and afizere and also the hausafulani who feared that the status of sarkin jos would be jeopardized	negative
suddenly amotekun looks like a bad idea eventually what happened to all the herdsmen in the south west amotekun members may end up terrorising innocent people	negative
the same way apc cow government got some useless maggots to act like bishops today it will be the same on election dayenough hired voters to rig it	negative
you do realize that government build model markets for traders and other business owners to rent shops thats same way fg should build ranches so whoever wants to rear cow can rent	negative
not gov of ebonyi state proudly saying despite protecting fulani herdsmen in the state and southeast region they still killed his people	negative
k one cow in short	negative
by suspected fulani herdsmen whether fulani herdsmen yoruba ritualist igbo kidnappers criminals shld be called by their name criminals i dont subscribe to ethnicizing or religionizing criminality its only d police dt can tell abt identity of criminals aft investigation	negative
chinasa nwakali come out if e sure for u maryam shehu kee u there u guys think we will fall for all these shit people u called cow and all unprintable names have suddenly become your favorite e koshi danu	positive
please why did government paid fulani to stop kidnapping	positive
and they sold it to one herdsmen the ones they claim have been killing their people in their land they still armed them for k	negative
end nigeria now to save livesusaand european unionthe fulani terrorist govtare killing biafrans in nigeria	positive
there is nothing like hausafulani you maybe hausa or fulani so joining the two different tribes take note	negative
yes we will leave without fighting this young man is simply overestimating fulanis capabilitiesnumbers while underestimating the resolve of yorubas the yoruba people have spoken sha	negative
herdsmen crisis has been an ancient issue that it takes men with discernment to figure and settle it out is this what the country needs presently	negative
my village was attacked by herdsmen omo this insecurity matter don pass be careful o	negative
life has been difficult for me army captain injured in herdsmen attack cries out	negative
are some exsenators turn bloggers happy bandits herdsmen and terrorists are wrecking havoc yes do they the menace to end no do they intend to make political fortunes out of it yes do they gloat over the incidents yes then how can we be united in confronting it	positive
the fulani herdsmen attacks are also killing people and ravaging farming communities just like bandits we are crying decisive action against them in a similar manner bandits are now been pursued	negative
this guy is very lucky because they cow	negative
how do you herders of cow moving about with guns and various weapon the ig of police do not issue and arrest on this criminal minds but he did for some who ask his people to defend themselves killers how do you explain fg giving b to fulani herders for peace	positive
you dreamt a cow was chasing you abi	negative
sales price with box call whatsapp delivery nationwide sundayigboho seriki fulani	negative
look at this imbecile that thinks himself a wise man youre a foolish man hiding behind twitter to insult people cow	positive
two different tribe bro my grandmother was fulani and im from minority tribe of borno state does that make me hausa or fulani no people confused other tribe as hausa because of its language are u sure ur father doesnt have his original language	negative
protect us from kidnappers bandits and fulani militia first before you talk of covid	negative
northern governors are sympathizing with bandits and herdsmen while an eastern governor invites the army to kill his people at orlu imo state i keep on saying thisnigerias problem is not the north	negative
have you fight wars with other nations herdsmen and boko haram are there wrecking havock all you are good at is shooting citizens	negative
dat is how my friend dragged me to dis beer palour to come and chop cow legme dat i said have repented dis year will now come and drag me now	negative
cow beef and assorted full portion half portion qtr portion boneless beef full portion half portion qtr beef tozo ijase soft male cow leg cow tongue cow tail	negative
new in pure sterling silver round cut diamond tennis ice bracelet n necklacen ps theyre non tarnishing and can be worn by both male and female slide and are gifts that comes with your purchases pls rt terri pastor sam	negative
so the programme is meant for fulanis all over africa never have they been emboldened in history as theyre under this fulani administration see how eloquent he is spewing rubbish	positive
ileya is knocking on d door we have cow that match your rice amala and semovita a friendly price come and book ur own now dm me or call	negative
all these mumu yoruba muslim before you know it they will start attacking innocent nigerian whereas there are more isrealis muslim before the wantam killing going on in nigeria it done by their master fulani you cant condemn it	positive
pregnant woman and others gruesomely killed by fulani herdsmen in plateau state	negative
the land belongs to us not to niger fulanis and co	negative
style different with our new amity collection  azclothing  chioma president buhari toyin lawani yaya toure tinubu one dance alex iwobi yoruba and fulani atiku	negative
omo na cow head pepper soup i just they see	negative
but their is rooms for bandits fulani herdsmen and boko haram in the north	negative
oga devo calm downthe ortom attack is a lie abegand a fulani group had to admit to attacking him haba its a bad script let him try again	negative
i know but everyone is milking the cow	negative
these kids look fulani mehn i think it was clearly obvious they are not his kids	negative
he never mentioned religion he said fulani girls and not all fulanis are muslims yes i know cuz j live in adamawa state	negative
another afonja and fulani story loading e go shock am	negative
government of the herdsmen by the herdsmen and for the herdsmen	positive
na where i dey be this sharing sorted you people shuu come and share cow u say no see choicest beef parts o abeg if you see this tweet kindly help retweetmy customers are on your tl thank you if you want someplace orders is whatsapp	negative
fulani without the beating	negative
how many of your family members remain for benue all have been killed by alleged fulani criminals recruited by your ancestors	positive
insecurity lagosibadan expressway is not safe anymore heard herdsmen shot sporadically last weekend around onigarriand yesterday four people were kidnapped again pls stay conscious and safe	negative
here is a country called nigeria where cow life matters more to the government than human lives	positive
hausa pa fulani ko gaskiya aunty mi a gbaa ni wn kii iya a simmering agelong feud gas been blown open by governments actions and otherwise	negative
lol this fg is very smart give herdsmen then the herdmen would in return use the proceeds to buy lands and set up ruga in localities of their choice nigerians effectively end up paying for ruga	positive
i don dey pity my yoruba brothers once asiwaju emerges itll be yoruba herdsmen yoruba amotekun yoruba opc yoruba agberos fellow yoruba men brace for impact fulani is going to rest	negative
fulani guys in abuja	negative
best fanbase from ld wdg very matured with highly intellectual people they call them people hoodlum herdsmen and women but they stood through thick and thin for their boy they cruise like him and are so fun filled 	negative
had showed time and time again that theyre the sponsors of bokoharam terrorist bandits and fulani herdsmen should stop telling us theyre fighting insurgency	negative
people that value their cows more than humans theyre prolly animals	positive
kaduna bans interstate movement of cattle goes tough on herdsmen	negative
nigeria still fighting cow	negative
ekiti wouldnt have opened her arms if ondo said yes we are giving fulani herdsmen a place to stay neighboring states would have fought back because theyll feel threatened russia is fighting because they feel ukraine is about to give fulani a free space to stay	negative
dear god when you are kindling hellfire please frogmarch in all those who have conspired to ensure that a nigeria doesnt have hr electricity after yrs of existence first those feeding fat from the boko haram insurgency and killer herdsmen problem should swiftly follow	positive
like ram meat even sweet pass cow meat sefthe only meat wey sweet pass ram meat na dog meat and pork meat	negative
not sure if he is hausa or fulani or one of the other various tribes in the north but i am certain he is a northerner	negative
quota system attorney general what a joke to compare spare parts sellers who do not constitute havoc with wandering herdsmen who do kill and do not pay taxes may god protect our ibo spare parts traders in the north o that sounded like a fatwa	negative
he is a fulani man na	negative
first time we are having someone from the core north i think shes fulani	negative
no wonder because you want to eat meat you are calling cow brother	negative
well what if the cultist that are more likely to be hausafulani were also on support	positive
it in fact underscore the treatment of the igbos the niger delta armed agitation of recent history was never so proscribed same with boko haram or herdsmenbandits biafra agitation has no history of armament till date but my joy is that these treatments creates more igbo	negative
this life heeen na to dey dey carful oooo somebody called the hausa man adjacent my house fulani just na the young man that might not be up to shouted back at the guy me i no be fulani o omo i just weak	negative
that fulani women thread eh	negative
money is good ooo apparently buhari a fulani man didnt drop money for boys thats why the whole tribe was demonized for years now atiku another fulani man has dropped money and even pastor reno is eulogizing his virtues	negative
what do i need to marry a fulani girl	negative
hausa abi fulani fulani is the largest tribe oo	negative
if nah herdsmen attack it will take you guys days to condemn if at all there will be any condemnation this is part of the issue fuelling this problem peace	negative
will pass by to see ya while coming from work i want hennessy jameson and the head of a cow for my alejo and okay call you sugarboy to be around too thanks	negative
the whole world is watching how hausa fulani promised to wipe the entire tiv people in their place located in middle belt of nigeria and replaced them with cattle your a fulani too	positive
pampered herdsmen just started grazing openly in abi if there is any govt that tried to solve the problem it is this govt but all solutions were rejected cos of sentiments and shortsightedness	negative
i said this awhile ago most of the kidnapping in the south are done by southerners under the disguise of herdsmen they took advantage of the insecurity in the nation	negative
gat you make jubril drop balance make i go find cow	negative
labeling your yoruba fellow man a terrorist is sign of no love please oo if you call sunday a terrorist wtf will you call those bastards fulanis	positive
the day some of you people realise that kwara is only geographically north wed start to take you serious kwarans are not fulani we have majorly yoruba some people with fulani descent who obviously choose be yoruba and some are baruten nupe and some other minority tribes	negative
i just read adamu garbas take on the issue of fulani herdsmen and ranching omo today must be a good day	negative
just tell them fulani man is responsible for all the frauds you will see them in abuja the next day	positive
the fulani also paid to settle in those bushes ask your village heads what is good for the goose is also good for the gander when it comes to the valued land and properties	negative
i can see the peter obis movement the willingness of the youth to just come out and change the narrative may the almighty grant you all success issue based campaign	negative
are bothered with what sunday igboho is doing ni even these herdsmen call on god too now	negative
if u live in kaduna city u may also not be aware of happenings in sk if politicians are not playing dirty politics the tivs and the junkuns have been slaughtering each other in taraba but pdp and the press aint making noise about it cos there is no fulani to finger for d violence	negative
we are dying bcus a fulani man is standing on the podium with machine gun i think its their thing	positive
who cares what you are or what you claim to be you have been shouting fulani this and that which one did you personally see fulani on their foreheads as you ask for igbo territorists	negative
fulani janjaweed is a to africa risks extermination if fulani continues to play the serpents role for evil thieves	positive
we called them herdsmen here but they are fulani	negative
lol buhari or a fulani man must have stole it	positive
only my man is allowed to call me that and in this case hes non existent so nobody is allowed to call me cow	negative
some of your igbos friends and associates also impersonated as fulanis herdsmen abi you didnt read about it	negative
i just saw the video of the fulani shooting in ondo state jesus christ my heart is literally beating fast	negative
whats the business of cow in cabinet meeting	positive
thats how we caught many other tribes in the south impersonating as fulanis herdsmen many kidnappers today are appearing in fulanis herdsmen mode of dressing to perpetrate their evil plan	negative
i didnt have time to post these babies yesterday cos i had lots on my plate anyways cow leg and catfish that went out yesterday customer sent a pic of catfish peppersoup she made i got the spices for her too yes i blend spices too send ur list now o kindly help rt	negative
u must be a soothsayer just what i discussed with my friends at the pub the dont hate fulani but n we know why but we wouldnt be deterred but rather focused n revigorated to do more	negative
i dont know about your country but in nigeria we eat about of the cow thats if the hair is up to	negative
please stop pointing fingers at hausafulani not all the thugs are hausafulani thugs are thugs and every tribe has them atleast show love to hausafulani many are supporting the protest eg	negative
those are not fulanis everything is tag to the fulanis share me the clip	negative
those also that are advising fulanis to be carrying their animals around and destroying farmlands and crops are preparing the fulani for a kill the fulanis have to do away with the old ways of rearing animals they have to go with the dynamics	positive
you should face the president you should be decisive in managing fulani causing mayhem your job is to protect citizen of your state but it seems you cant and you expect people to not react	positive
is because his past utterances and romance with terrorist groups makes him a security risk that is why buhari can easily replace him with a fellow fulani muslim man and continue the policy of nin to sim linkage pantami is not the only person who can do a job so please	positive
you the real efulefu pdp fulani ass licker ewu adamawa nkapu cameroom zombie pdp supporter	positive
how true is it that herdsmen attacked and kidnapped commuters at jere today	negative
na cow you dey flog even if na cow habaaa wetin happen these people sef	negative
general hassan katsina was one of the first thirty nigerians to be commissioned into the nigerian army before in he was the first hausa fulani extraction to attain the rank of a general in the nigerian army and the first to become chief of army staff	negative
one nigeria is a myth under this govt no doubt abt that but in my opinion atikuobi cant harmonize uslets use that as a starting point except we want to decieve ourselves fulani never believe in one nigeria but lets assume atiku will be diff wazobia in marriage	negative
full cowleg and other meat sharing will take place next week see prices below location itire lagos cow sharing full portion half portion qtr portion boneless beef full portion half portion qtr beef pls rt	negative
he also should have waited for investigation since he cant provide pictures evidence of fulani on his land which is presently not a farm because we cant see what he claimed to have planted on it	negative
im fulani please not bamara	negative
bandits in katsina fulani in oyo	negative
you are fulani kid joined twitter march following followers k k tweet 	negative
cow +dogs +cat + the person leg = +++=	negative
how did that cowardly decision profited the yoruba people perhaps the entire south would have long been liberated from the shackles of this marauders called fulanis who have destroyed the yorubas more than the effect of a won battle could ever have	positive
inept zoo no welcome hope your first visit is daura to see your cow kinsmen	positive
when u were calling the yorubas fulani slaves and u were referring to fulani as a cow with no brain wetin u dey do den political soup don ready now na you wan carry d whole pot ko le work	positive
yep it ram while cow is cheaper	negative
i hope both parties concern the atyaps and hausafulani youths will stick to the treaties and terms arrived at the meeting	negative
a little bird was flying south for the winter it was so cold the bird froze and fell to the ground into a large field while he was lying there a cow came by and dropped some dung on him as the frozen bird lay there in the pile of cow dung he began to realize how warm he was	negative
lol this guy is a buffoon herdsmen are the kidnappers trying to be politically correct	positive
lets hasten up and destroy the cow dungeon so we can all find our way to our tents	negative
when we talk about cash cow it just takes my mind to jada and what happened during and after general election	negative
gàá i think when i was a young boy we used to hear older people saying they are going to gàá fulani thats where they usually buy cow then	negative
the meeting with the herdsmen yesterday was just a waste of time waste of dialogue this is only hours after the meeting total ban of open grazing should be passed to law in all southwest of the country	negative
come to think of it folks we have been debating herdsmen attacks across nigeria for the past yrs really	negative
she will i know of someone in jos who went to work and on returning home herdsmen had entered his apartment killed his father mother wife and kids hes still alive i saw him last october	negative
akeredolu clamoured for power to shift south miyetti allah resisted many times apc zoned south yesterday fulani herdsmen struck ondo today fishy	negative
thats a sweeping generalisation what part of kwara exactly are you talking about bear in mind that the socalled fulani mi monarchy does not extend beyond ilorin and environs and that the said environs are agitating to break away	positive
you just choose to embarrass your generation on this bird ️ app cow brain	positive
studentslower your pridei hear say cow dey graze enter una classesabi grass still dey grow dere	negative
he is not a fulani	negative
balarabe an arab bafulanatani a fulani man baindiye an indian man etc these have nothing to do with derogatory its a just a reference of ones tribe	negative
so u are cow and pig at the same time that y ur leader didnt allow u guys to go to school they dont want ur eyes to opened shege bansa	positive
lol omo for this herdsmen period unless u book flight for me oi no travel go anywhere	negative
lmao your fulani mind no dey allow you to do good things	positive
this number one rule isnt entirely correct i dont smoke nor drink but i can literally go into cigar and alcohol business cow its a very lucrative venture	negative
hausa after all you did to them they didnt thank you after the protest they didnt appreciate you with the they didnt help you with protest but they are now blaming you hausa fulani over an attack you knew nothing about	negative
is one of the hausa fulanis favorite tell me u dont know millet other aspect u can call it a hausance kokuma hatsi anyone sha	negative
and mean while the fulani and their hausa subordinates who are not dubious and criminally minded are busy looting virtually all agencies of govt	positive
shey u wee follow me to the market when i want to buy cow abi you can ask them for testing first	negative
why is it that every report fail to acknowledge the killing by herders they kill farmers they feed their cow with peoples farm all this atrocities is the underline reasons yoruba stood against them but all these are not been talk about	negative
them don uplift me still dey on my vpn because i no trust this fulani people and co	positive
patronise for your halal ileya meat goat and cow ready to serve you to your utmost satisfaction kaduna	negative
islam has been in nigeria since the th century and christianity came in the th century if fulani had a war have you read about the wars in your own region i know of many in my yoruba region you need to do proper research brother	negative
awa masa don finish don buy the last one with cow tail	negative
northern nigeria has the following challenges boko haram herdsmen bandits the extremest poverty on planet earth million out of school children yet northern governors priority is censoring social media these governors are a social mafia	negative
mba carry your one nigeria to fulani herdsmen	negative
its a midweek lets put your guessing skill to the test what shade of grey is this fulani obafemi pastor sam	negative
spread of fulani herders killings punch newspapers	negative
then you should be blame then not any fulani you voted people who does not have your will in heart or majority of your dont want the dissolutionsince he is of your tribe and he didnt try to raise the bill solution vote people that want what yall want	negative
ngolo kante work rate no reach like this abeg psquare action congress fulani	negative
alero was turbaned as the sarkin fulani by the emir on saturdaythe decision to confer the title on the banditry kingpin was premised on the pivotal role he played during a recent peace process locally arranged between the emirate and the bandits terrorising tsafe local	negative
eskiss sir dis is rivers state na emperor wike kingdom abi i am just asking o cos i am liking dis fulani cow herder executive orders wan kin at least my broda jonah masef get executive power in his time i can see d difference biko god bless d federal republic of nigeria	negative
spoke with the herdsmen got a couple of vigilantes begged the neighboring farmers to help we watch out you can plant melon at the borders of the farm too	negative
lets no even talk about sanitation open refuse dumps cow dung and cattle movement in the middle of a city that is the federal capital with all the cattle youd think we were some world producer of dairy or something	negative
that how they went and painted a cow blue in and lost to man utd now de are painting cows again from the look of things people wey go cry plenty for this app this night	negative
indeed it has but we still want the fg to bring to book the killers of those innocent fulanis murdered gruesomely their farmlands returned and compensation paid	negative
this is a disgrace to our nation mr president please resign youre are fighting social media war while you forget your responsibility as chief security officer to fights boko haram bandit killer herdsmen in our country	positive
dont mind these fulani people	negative
when i man is mentally ill he sees cryptocurrency over cow	negative
beni sir i haf received d instruction to order for big cow of k above that fits ya status with undeniable evidence you are paying for it matter solved already sir	negative
burin ango yasha dukiyan fulani yakoshi tubanake ko bahakabene yan samari	negative
the must destroy this impostor of hausafulaniyoruba him for	negative
omo na now i know sey na jubril dey for aso rock and not the fulani buhari guy	negative
dear if its not herdsmen its bandits or sars or robbers my life as a nigerian is not better today than years ago i have continued to grow professionally by my own effort but the value of my salary has reduced consistently	negative
a black n white cow beautiful	negative
point of correction fulani from gombe	negative
shey na ur pikin when u dey order around like your cows abi be respectful to an elite because you are a cow shepherd	positive
i dont like this now on friday night sat early morning was up from am till am that we got dressed and went for hiking later that saturday i slept like cow for hrs and was super tired	negative
do something that would unite this country and tell the truth always hate because of different political ideas not because he is a muslim or fulani and a northernern i hop you change to positive development	negative
go back to the cow app i wish twitter will take away your verification	negative
the same gej that is running under apc and is telling us that fulani youths bought form for him youre dreaming boss you mean youll still see that broom and vote for that party	negative
their silence since the start of this carnage on hausa and fulani is a loud endorsement of what has been carefully planned for months	negative
how protected are your loved ones from unexpected situations just yesterday people lost their lives to ipob clash many has to fulani herdsmen bomb explosions stray bullets accidents and many more in nigeria protect your family from undue hardship dm or call	negative
only apc and fulani herdsmen	negative
keep your food it will spoil keep your cow it will die	negative
answer is im fulani with pictorial evidence	negative
its either a fulani man to them or nobody meanawhile they usually prevail	negative
that is not depicting cow but farming its just that actions seem so	negative
fulani believes he is born to rule	negative
who had money then for cows why is it made compulsory now if i dont kill cow why does it pose a threat to me why do people spend so much on burials i believe this is not a colonial ideology a lot of questions that needs answers	negative
you better go dey do your herdsmen for that north	negative
hey people before yall continue with other trends kindly take a moment to like rtw and comment on these images shot by me for clothing brand	negative
please fulani herdsmen is real and not a sterotype	negative
this is one of the biggest problems we have in nigeria people who think anybody from kogikwara and beyond is hausafulani same as those who think everyone east of the niger river is igbo	negative
only for fulani people	negative
how about prescribing killer herdsmen terrorist bandits terrorist and those sympathizing with them terrorist	positive
please stop by my stand wettys snackbox and show us some love some of the products ill be displaying there are zobo pineapple drink kunun aya fresh cow milk jollof rice crispy chicken meat pie crunchy shrimps etc i hope youre ready cause i am	negative
flash back friday gospel minister peterson okopi shares with us his journey into gospel ministry watch full video on youtube link in bio osuba to the world lagos npower gana fulani graphics enough is enough	negative
my governor daddy do not let it slide a whole delta state these herdsmen are really on a colorado diet	negative
hausafulani never met a poor hausafulani before	negative
that evil bill must not fly it is nothing but fulani occupation	positive
im tired of this country i cannot can again should just banish me and send me to us which one is cow business is more lucrative than crypto	negative
another fulani another old politician this words after sharing dollars	positive
in nigeria almost every tribe breed cattle and have herdsmen to work for them but only one tribe fulani go to attack others hence fulani herdsmen no matter how you try to explain you cannot wriggle out of it fulani are the enemy of the people of nigeria	positive
what was the hausafulani culture before islam who were their gods historic warriors household names and notable families folklore myths	negative
allah kare mana martabar ka sarki na ١٤ ta daular fulani خليفه	negative
how it started how its going fulani pdp	negative
hausa fulani arabic english yoruba igbo french	negative
you that we need to seek permission from amadioha and kill cow before we see you	negative
i think he will do well as fulani we igbos reject him and hand him over to the fulanis	negative
biggest fool on earthbut fulani herdsmen can kill people during this pandemic	positive
great job comrade doctor the fg needs to make some fake news fulani herders into scapegoats wallahi what nonsense	positive
hausafulani okada riders on this again	negative
hmm gaskia you are fulani not	negative
there is so much pains and anguish in the land herdsmen killing allover the country boko haram taking over some states in the north our economy is in shambles asuu strike entering the fifth months now there is no light there is no fuel currently poor healthcare etc	negative
the reason for chasing fulani out of oyo is gradually turning out to be political not security	negative
as in shouting at the cow you cracked me up	negative
just imagine igbos who have benn clamouring that the fulani wants to do this and that are answering atiku islamic greetings and laughing sorry for those who allowed their selves to be used for that nonsensical agitation	positive
act now before things degenerate thugs have burnt fulani settlements issuing a days ultimatum and asking their followers to hunt hack maim kill and eject our brothers anywhere they see them were not going to accept any atrocities meted on them	negative
cow meat or pork meat	negative
they hijacked the media they hijacked the law now they want to hijack our voices sending fulani men to disturb protest around the country and you say you arent sponsoring boko haram and you say you arent sponsoring the fulani herdsmen	positive
i guess you are enjoying the rat and cat game been played between the northern children bandits sheik gumi the boko haram terrorist romance with buhari and the activities of these killer herdsmen all over the country	positive
this nigga spits cow dung sigh it is well with your soul man	negative
wetin dey sup only someone whos scared would not want to address his own surbodinates nah herdsman nor dey fear to talk with him cows nah has just shown the nigeria youths that he is not in control of the surbodinate nigeria that he is not our leader	positive
stepboards for your vehicles available and affordable send a dm today waybill nationwide wizkid tems naira fulani nigeria buhari boss jesus amen africa chelsea	negative
tinubu the handwriting is written clearly agbado and cassava right hand shaking reading a drafted speech health at it worse state when nigeria is in crises and his health condition causes him to leave the country who would he hand over power to if not the fulani vp	negative
if my relatives does not commit crime nothing will befall them insha allah criminal herdsmen should stop the killings in the forest	negative
bro that fulani girls thread gtgtgtgtgtgtgtgtgt	negative
stop lying if u say does that means that only hausafulani that own the north u can be live in the north as u claim and think like this	negative
ogbeni get your facts right they must be fulani herds women	negative
mr macaroni has been arrested with the level of security at the lekki toll gateboko haram herdsmen should have been a thing of the past	negative
i pass copy and paste o i be correct fulani guy	negative
those young igbos military majors cause the problem and the hausa fulani cant watch while all their big political and military leaders killed together with their wifes in the name of coup they see it as war and so they revenge and ojukwu declared easterners separation	negative
i am not fulani am getting married to a fulani from yola not even jimeta	negative
the yorubas is never a slave to any tribe its the igbos that always form alliance with the hausas to ruled over nigeria we saw that in even in last lost general election you still unite with fulani atiku i dont like igbos crocodile tears	negative
dan hausa ba fulani	negative
funny enough its only handle that tweeted in support of pantami it was not on buharis handle neither did other spokesmen of the president tweet same just as it was only that tweeted on ondo state eviction on fulani from game reserves	negative
they are now promoting ethnic colouration they are using words like hausa fulani and agege so as to incite people against each other we have always known that the protest was not about ending sars but about regime change they want to cause civil war	negative
peter obi supporters = online herdsmen	negative
you should be ashamed of your linage cow tweeting in the nonsense	positive
security is the major problem of nigeria and atiku cannot solve it not been vast and experience whats his plans to stop fulani herdsmen killing whats his take on this we cannot blindly make another mistake again	negative
the flood that sweeps even the fattest cows will not leave the herdsman unharmed pete edochie	positive
why is wike dressing like a fulani slave cant he dress in his native attire	positive
sad which place is safe in this country at the moment school home street farm no where except you are a cow	positive
did they destroy them they chased them out because of what they been doing to harm and hurt them how many times have i read news of these people crying to the govt to help them against the attacks from the herdsmen but they were ignored	negative
yoruba hausa igbo fulani anargo miango kanuri anan efik ibibio ikwere angas tarok oron berom bassa igala idoma tiv nupe egun ilajee okun ebira igede	negative
landlord buy goat tenant buy cow now landlord don vex increase house rent good morning guys	negative
i love cow leg anyway	negative
see this fulani joke	negative
i actually dont understand the rationale behind calling yourselves fulani	negative
marry a beautiful wifeso that when you go to family gatherings she will be asked to prepare salad and not to wash intestines of goat and cow	negative
in th north the men also slaughter the cow ram or goat and prepare it without no issues	negative
i deal on kinds of industrial stabilizers and automatic voltage regulator ranging from kvakva all available here in lagos nigeria callwhatsapp lil wayne trump iphone weird mc drake fulani stabilizers avr automatic voltage regulator	negative
same way you all shouted about that girl doing cow girl in dubai that shes a minor its same way you all saying david is thought everyone should be wise by now on this twitter street watin i know	negative
lol kanuri man is wise fulani is always in the bush with fura and nono	positive
bada su kuye gwamnati bakadan buhari is yafara ganikuma miyati cutar fulanikarya suke	negative
that cow head president	positive
you deserve to pay less for internet dataour sister venture gat you covered just dm on whatsapp pls like and retweet our customers may be on your timeline sunday igboho tesla fulani kaduna nnamdi kanu buhari north agbor oyo state ogun hausa	negative
why do u have a cow brain pls borrow sense in u dont have what has the telecommunications network provider got to do with this it all done from to beat d network	negative
wow fulani songs are ajaarama	negative
my doting friend you will be shocked that fulani dominates almost everything let them bring out their listi do not hate buhari i lost friend because i talk good of buhariat present i am on admission i saw hell before i bought drugs not everything	negative
so when vulture feast on human or other dead animal is called what i dont object to anyone eating the food of their choice if you like eat shit idc some people are busy drinking cow urine in india as we speak you understand what i am saying so time wasted is enof	negative
he will accelerate it dont let the agboola in his name full ya anyone ever heard of fulaniwannabe just heard it last night	negative
i am a commander rtd of the nigerian navy i am a senator i am a fulani herdsman i am therefore many things in one person	negative
starting the new week with this beauty outfit made by yours truly please help me retweet this post when you see it on your tl my customers might be on your tl thanks	negative
in the spirit of love pls make your order coming at	negative
asake did not pack all these arewa boys for pick up like cow not to get no stream that music biko	negative
ortom came out of a bulletproof vehicle when he saw herdsmen with guns and ortomatically ran with his barefoot to survive the incident haba	negative
global citizens come together to wish a nnpc obi cubana fulani	negative
were still fighting to stop those things that caused the nigerian genocide against the indigenous people of biafra the war is still on marginalisation is still on biafra neglected now nigeria state sponsoring fulani conquest in biafra land	positive
but atiku is fulani	negative
fulani from yola im	negative
general gowon former head of state wrote general hassan usman katsina by training and military ethics became the first person from katsina and the first hausa fulani to have attained prominence in the nigerian army having attained the post of chief of army staff in	negative
good job are they fulani write their names in capital letters next time pls	negative
another awoof deal premium uk used iphone + neatness rom gig price k only  kindly send a dm if you need this or call please help retweet lagos lai mohammed fulani atiku igbo buhari mazi god goat gumi abuja tinubu	negative
deputy premier in a well rigged election which birthed riot in the west called the wild wild west its one of the reasons the first coup took place ffks father became a fulani slave long before many of us were bornhe should check history before posting any rubbish	positive
kaduna shekih dr ahmad abubakar mahmud gumi ya fara zuwa ruggar fulani da kauyakun cikin daji domin yi masu daawah da koya masu addini allah ya saka ma malaman mu da mafi alkhairin sakamako	negative
toh hajiya sarauniyar fulani	negative
science is seriously under attack cos actions like this makes very difficult for science to do it work science can be slow sometimes but it final findings sometimes tend to be a masters piece for the development of human race how can a cow dung cure covid 	negative
look at garba shehu saying herdsmen have a right to live and do their business anywhere in the country yet an igbo man does not have the right to live and sell alcohol in kano a yoruba man does not have the right to run a pig farm in sokoto k	negative
let it be known that the fg couldnt disperse the peaceful protesters so they sent fulani thugs to us they want this to become violent so they can have reasons to shoot at us and kill us protesters plis stay at alert	positive
ta la se ni nigeria  who did we offend while the world is talking about ais and robots were bothered by herdsmen crisis	negative
at the end na fulani dem go park put for govt	positive
so whats the protest about to break away from nigeria think pdp states and governors are pushing the fulani agenda and stories they will agree that they have already lost the power instead of them regrouping and setting progressive strategy they spew hate and violence	positive
double dating is a big wahala bought one sharwama and the other one indomie that is over k something i would use to drink bottles of stout and one plate of cow leg pepper soup	negative
dear i want you to display any of my previous tweet where i call a northerner cow like you mentioned on your tweet do you know your recent tweet is capable of creating discord btw myself and bashir ahmaad	negative
man which one is gambari pa fulani again	negative
i have been looking at this since morning come and see oo it is finished	negative
a president n his vice in our life time is spending over $m in arming our forces yet u say his lifeless and on a mission to islamise the nation via fulani expansion scheme if u re not fools pls then what re u idiots or dumbass	positive
the herdsmen we select to represent our constituencies	negative
is devastated would have piled up debt to the tune of $ billion if had succeeded in taking the further senateapproved $ billion loan touted to be spent on only in hausa fulani	negative
unknown gun men boko haram fulani herdsmen and bandits are killing nigerians	negative
its only buhari and his fulani people will be using koo in daura twitter is here to stay buhari must go	negative
thats the only way i guess im from the north and im against this heartless animals called fulani psychopath if you see them attacking you with sticks use guns if necessary	positive
those who called buhari supporters fulani slaves and are now celebrating atikus victory should be called fulani slaves² fulani slave raise to power	positive
seyi makinde our people raised two main issues more infrastructure projects and implementation of the ban on open grazing all would be implemented retweet this generosity buhari marriage nd june boko haram fulani south east samklef money laycon civil war no nigeria	negative
fg on citizens vs fg on fulani herdsmen	negative
fulani have lived with us in oyo for overs years we lived like brothers and sisters until emerged in and suddenly glorifies touts he is the chief executive and earns over ₦m security vote monthly the governor should answer to this he started it	negative
